,price_log,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil,sqft_lot_log,sqft_above_log,garage,patio
23532,14.431236591555635,4,3.5,2.0,4,8,0,0,0,1,0,1,0,0,8.97335141383992,7.979338895262328,1,1
17693,14.22097566607244,4,2.5,2.0,4,8,0,0,0,1,0,1,0,0,8.93247660846174,7.832014180505469,1,1
29818,14.077874822431765,4,2.5,2.0,4,8,0,0,0,1,0,1,0,0,9.062652099076578,7.709756864454165,1,1
5186,13.081541382884074,2,1.0,1.0,4,7,0,0,0,0,0,0,0,1,11.633548907293967,7.313220387090301,0,1
9254,13.38472764187182,3,1.5,1.0,4,7,0,0,0,0,0,1,0,0,11.269681241949016,7.258412150595307,1,0
8792,13.802931775757415,3,2.5,2.0,5,9,0,0,0,0,0,1,0,0,10.545525632270163,7.6255950721324535,1,1
8262,13.642726177379929,4,3.5,2.5,3,8,0,0,0,1,0,1,0,0,8.46821300919452,7.9724660159745655,1,1
17648,13.664629527004639,4,4.0,2.5,3,8,0,0,0,1,0,1,0,0,8.411832675758411,8.083328608786376,1,1
25272,13.645757288322107,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.817001443665859,8.04237800517328,1,1
18581,13.663188871175718,4,4.0,2.5,3,8,0,0,0,1,0,1,0,0,8.51579221050061,8.083328608786376,1,1
10259,13.609201999577945,5,3.5,2.0,3,8,0,0,0,1,0,1,0,0,8.6164953924901,7.874739125171811,1,1
13712,13.165422866864775,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,9.190137664658664,7.177782416195197,1,1
8504,13.142166004700508,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0,9.20391980417326,6.956545443151569,1,1
27998,13.415032991367148,4,2.0,2.0,4,7,0,0,0,1,0,1,0,0,9.211339872309265,7.4205789054108005,1,1
24055,13.407542319637992,3,2.5,1.0,5,7,0,0,1,1,0,1,0,0,9.21830854162536,6.984716320118266,1,1
22580,13.321214236149494,3,2.0,1.0,4,7,0,0,0,1,0,0,0,1,9.20653313363323,7.1853870155804165,1,0
17311,13.142166004700508,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,9.104979856318357,7.05617528410041,1,0
10384,13.142166004700508,2,1.0,1.0,3,6,0,0,0,1,0,0,0,0,9.249561085129464,6.756932389247553,0,1
11341,13.142166004700508,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0,8.902455592206882,7.05617528410041,1,1
18480,13.071070083016778,2,1.0,1.5,3,7,0,0,0,1,0,1,0,0,8.942460926820582,7.450079569807499,1,0
22578,13.244581010128577,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0,8.748304912379623,7.1929342212158,1,1
809,13.073278169713838,3,3.0,2.0,3,7,0,0,0,1,0,1,0,0,9.14366623870819,7.27931883541462,1,1
1656,13.262125319779487,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0,8.848796450925947,7.371489295214277,1,1
1615,13.235692062711331,3,2.0,1.0,5,7,0,0,0,1,0,1,0,0,9.066354521447801,7.122866658599083,1,1
14246,12.916568464424731,4,2.0,1.0,4,7,0,0,0,1,0,1,0,0,9.351405812254786,7.313220387090301,1,0
28077,12.073666334050152,3,1.0,1.0,3,7,0,0,0,1,0,1,0,0,8.902455592206882,7.1308988302963465,0,0
29994,13.304684934198283,4,2.0,1.0,4,7,0,0,0,1,0,1,0,0,8.869398159883518,7.501082124259871,1,1
19760,13.19095616886994,4,2.0,1.0,3,7,0,0,1,1,0,1,0,0,8.851520271691061,6.907755278982137,1,1
3707,13.289571296388235,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.878915376576483,7.114769448366463,1,1
3285,12.435003418525987,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,9.016512874996026,7.313220387090301,1,0
23149,13.188151117942333,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,9.47324295306374,7.313220387090301,1,0
4871,13.217673557208654,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.905308661189288,7.414572881350589,1,1
27230,13.42984807715229,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.902591637374087,7.649692623711514,1,1
22489,13.36138027787483,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.90815361332152,7.237059026124737,1,0
24345,13.38472764187182,3,2.5,2.0,4,7,0,0,0,1,0,1,0,0,9.653550746326605,7.371489295214277,1,1
6239,13.262125319779487,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,9.193906065512758,7.258412150595307,1,0
7338,13.304684934198283,3,2.5,2.0,4,7,0,0,0,1,0,1,0,0,9.207034914967457,7.365180126021013,1,1
6109,13.262125319779487,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0,8.864181369765426,7.306531398939505,1,1
16025,13.480037821676145,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.850660919017152,7.709756864454165,1,0
18939,13.329377546788654,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.999866223762636,7.306531398939505,1,0
2985,13.321214236149494,3,2.5,1.0,4,7,0,0,1,1,0,0,0,0,8.902455592206882,7.170119543449628,1,1
1326,13.270783382522602,3,2.5,1.0,3,7,0,0,1,1,0,0,0,0,9.147507062804614,7.27931883541462,1,1
11156,13.36138027787483,4,3.0,1.0,5,7,0,0,0,1,0,0,0,0,8.939974177289633,7.444248649496705,1,0
7440,13.235692062711331,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,8.82834762005316,7.003065458786462,1,1
13749,12.86099861326992,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,8.958797346140274,7.27931883541462,1,0
29028,13.454540689742661,3,2.5,1.0,4,7,0,0,1,1,0,0,0,0,9.107088742165708,7.170119543449628,1,1
25776,13.232114241363448,3,2.5,1.0,3,7,0,0,1,1,0,0,0,0,8.888066854754783,7.170119543449628,1,1
29016,13.527828485512494,3,2.5,1.0,4,7,0,0,1,1,0,0,0,0,8.954286157204713,7.170119543449628,1,1
9088,13.091904169919621,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,9.041685005946043,6.993932975223189,1,0
3186,13.38472764187182,4,3.0,1.0,3,7,0,0,1,1,0,0,0,0,9.14633504200027,7.170119543449628,1,1
9488,13.244848231059052,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,9.144093726157257,7.154615356913663,1,1
24009,13.005829561148378,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0,9.415564321987441,6.866933284461882,1,0
28853,13.091904169919621,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.921057018157429,7.177782416195197,1,0
14765,13.180632285528304,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.161375023197486,7.07326971745971,1,1
24215,13.303016877097587,4,2.5,2.0,3,7,0,1,0,1,0,1,0,0,8.790573479157159,7.575584651557793,1,0
15298,13.17115354157376,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.37516869138682,7.478734825567875,1,0
6656,13.384650715836164,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.277666160851503,7.478734825567875,1,0
6504,14.100689500197937,3,2.0,1.0,5,8,0,0,1,1,0,1,0,0,8.294049640102028,7.258412150595307,1,0
23114,14.204168547756057,4,3.0,1.0,5,7,0,0,1,1,0,1,0,0,8.323608442343572,6.966024187106113,0,1
450,14.557447902693651,6,2.5,2.0,3,8,0,0,1,1,0,0,0,1,9.035629778183564,7.649692623711514,0,1
9604,13.732128949025222,3,2.0,1.0,4,8,0,0,1,1,0,1,0,0,8.294049640102028,7.02108396428914,0,1
13449,13.52481461503079,5,3.0,3.0,3,7,0,0,1,1,0,0,0,0,6.580639137284949,7.200424892944957,0,1
18980,13.556091950785353,3,3.5,2.0,3,7,0,0,1,1,0,0,0,0,7.045776576879511,7.047517221357296,1,1
493,13.547565751195526,3,3.5,2.0,3,7,0,0,1,1,0,0,0,0,7.098375638590786,7.01211529430638,1,1
27837,13.526494262499357,3,3.5,2.0,3,7,0,0,1,1,0,0,0,0,7.098375638590786,7.047517221357296,1,1
20959,13.687677186454389,3,3.5,2.0,3,7,0,0,1,1,0,0,0,0,6.875232087276577,7.07326971745971,1,0
26499,13.526494262499357,3,3.5,2.0,3,7,0,0,1,1,0,0,0,0,7.045776576879511,7.047517221357296,1,1
21530,13.417102490267363,3,2.0,2.0,3,7,0,0,1,1,0,1,0,0,6.956545443151569,6.907755278982137,1,1
12,13.527828485512494,3,2.0,3.0,3,7,0,0,0,1,0,0,0,0,6.871091294610546,7.154615356913663,0,1
25524,13.527828485512494,3,2.0,3.0,3,7,0,0,0,1,0,0,0,0,6.876264611890766,7.177782416195197,0,1
3913,13.422467969854667,2,1.5,3.0,3,7,0,0,0,1,0,0,0,0,6.881411303642535,6.984716320118266,0,1
14147,13.652991628466498,3,2.0,1.0,5,7,0,0,1,1,0,1,0,0,8.294049640102028,6.907755278982137,0,1
18599,13.610943392223,3,1.5,1.5,3,8,0,0,1,1,0,0,0,1,8.520188700396035,7.438383530044307,0,1
19351,13.323015890883006,3,1.0,1.0,3,7,0,0,0,1,0,0,0,1,8.313852267398207,6.946975992135418,1,1
4189,13.790192749979985,4,2.0,1.0,4,7,0,0,1,1,0,1,0,0,7.9996785794994505,7.154615356913663,1,0
7719,15.327335641531374,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0,9.905435653754145,8.599694412927981,1,1
1995,13.795307850646754,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.931419805192975,7.383989457978509,1,0
28038,14.166167429577444,3,3.5,3.0,3,9,0,0,1,1,0,1,0,0,6.561030665896573,7.02108396428914,0,1
1232,14.163311241877901,2,3.5,3.0,3,9,0,0,1,1,0,1,0,0,6.5638555265321274,7.237059026124737,0,1
4287,14.145497524896482,2,2.5,3.0,3,9,0,0,0,1,0,1,0,0,6.754604099487962,7.3777589082278725,0,1
14068,14.527724801241446,3,2.5,2.0,3,10,0,0,0,1,0,1,0,0,8.922658299524402,8.146129510025405,1,1
5946,14.940440154949757,3,2.5,2.0,3,9,0,0,0,1,0,1,0,0,8.612503371220562,7.986164860332727,1,1
356,14.446782334806132,4,2.0,1.0,4,7,0,0,1,1,0,0,0,1,8.517193191416238,7.438383530044307,0,1
27246,14.827111469642754,3,2.5,2.0,3,10,0,0,1,1,0,1,0,0,8.517193191416238,7.824445930877619,1,1
29144,14.876074778994854,3,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.517193191416238,7.908387159290043,1,1
19434,13.698976741708323,1,1.5,2.0,4,6,0,0,0,1,0,1,0,0,8.294049640102028,7.138866999945524,1,1
13028,14.22097566607244,5,3.0,2.0,3,7,0,0,1,1,0,0,0,1,8.922658299524402,8.035926369891792,1,1
23891,14.967663613560413,5,4.0,2.0,3,10,0,0,0,1,0,1,0,0,8.779557455883728,8.234830280442056,1,1
23269,14.962913010801817,4,3.5,2.0,3,10,0,0,1,1,0,1,0,0,8.517193191416238,8.262300941787448,1,1
22136,14.603967918328545,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0,8.610683534503575,7.919356190660617,1,1
13293,13.515755904278224,2,1.5,1.0,3,8,0,0,1,1,0,1,0,0,7.066466970136958,6.4457198193855785,0,0
1682,14.137594057133388,5,3.5,2.0,5,8,0,0,1,1,0,1,0,0,8.1886891244442,7.585788821732034,1,1
19991,13.933293593620657,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0,8.226840890408578,7.047517221357296,1,1
10150,14.457364444136669,4,3.5,2.0,4,8,0,0,1,1,0,1,0,0,8.221478947267192,7.705262474866325,0,1
26326,13.530491602931978,4,1.5,1.5,2,7,0,0,1,1,0,0,0,1,8.817297783866575,7.495541943884256,0,1
9695,13.547631112808673,2,1.5,2.0,4,7,0,0,0,1,0,1,0,0,8.221478947267192,7.1853870155804165,0,1
29321,11.77528972943772,2,2.0,1.0,5,6,0,0,1,1,0,0,0,1,7.783224016336037,6.733401891837359,1,0
6267,13.710150042306449,4,2.0,1.5,5,6,0,0,1,1,0,1,0,0,8.043984431221553,6.84587987526405,0,1
26426,14.034646087880946,4,2.5,1.0,5,7,0,0,1,1,0,1,0,0,8.201111644442758,6.917705609835305,0,1
28125,13.623138665316818,2,1.0,2.0,4,7,0,0,1,1,0,1,0,0,7.944492163932159,7.1929342212158,1,1
28181,14.430696197054507,3,2.5,3.0,3,10,0,0,0,1,0,1,0,0,8.512783482927537,7.799753318287247,0,1
23806,14.133964289082808,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0,8.699514748210191,7.081708586105575,1,1
22365,13.358751629152632,5,2.5,1.0,3,10,0,0,1,1,0,0,0,1,9.619133270177022,7.795646536334594,0,1
11878,13.815510557964274,2,1.0,1.0,3,7,0,0,1,1,0,0,0,1,8.476371196895983,6.856461984594587,0,1
15588,14.199411488156597,4,3.5,3.0,3,8,0,0,0,1,0,0,0,0,7.65728279297819,7.762170607138205,0,1
5936,14.143374420048886,4,3.5,3.0,3,8,0,0,0,1,0,0,0,0,7.592870287844818,7.762170607138205,0,1
817,14.19257619155074,4,3.5,3.0,3,8,0,0,0,1,0,0,0,0,8.132412674500905,7.762170607138205,0,1
11300,13.822982572802974,3,2.0,2.0,4,7,0,0,1,1,0,1,0,0,8.318742252692399,7.299797366758161,0,0
2644,14.122995257712235,3,3.0,1.5,5,7,0,0,1,1,0,1,0,0,8.103796712981794,7.517520850603031,0,1
14158,14.328334184392938,2,2.0,2.0,3,8,0,0,1,1,0,1,0,0,8.38022733634308,7.432483807917119,0,0
28985,14.389310980891652,4,3.5,2.0,3,8,0,0,1,1,0,1,0,0,8.389359819906353,7.687080155783135,1,1
20986,13.616449677166022,3,1.0,1.5,4,7,0,0,1,1,0,0,0,1,8.06777619577889,7.07326971745971,0,1
25442,13.710150042306449,1,1.0,1.0,4,6,0,0,0,0,0,1,0,0,10.67498369950705,6.461468176353717,1,0
20383,13.487006490992238,2,2.0,1.0,4,5,0,0,1,0,0,0,0,1,12.852510744964425,6.721425700790643,0,1
27260,13.01477816672439,4,3.0,2.0,3,7,0,0,0,0,0,1,0,0,10.49935261028952,8.11969625295725,1,0
18385,13.38472764187182,2,2.0,1.0,5,7,0,0,0,0,0,1,0,0,10.666627104916108,7.478734825567875,0,1
21394,12.92391243868049,2,1.0,1.0,4,6,0,0,0,0,0,0,0,1,9.395906658935026,6.824373670043086,0,0
7805,14.403297222866392,5,4.0,2.5,3,11,0,0,0,0,0,1,0,0,13.045994081152656,8.391629968440892,1,1
3495,13.337474757021274,3,3.0,1.0,3,7,0,0,0,1,0,1,0,0,8.969541885423252,7.615791072035833,1,1
12943,12.853175887588712,3,1.0,1.0,4,6,0,0,1,1,0,0,0,1,9.276876895776427,7.038783541388542,0,0
9260,12.628067055589549,3,1.0,1.0,5,6,0,0,0,1,0,0,0,0,8.967504187316237,7.02108396428914,0,0
26828,12.487485104968359,3,1.0,1.5,3,7,0,0,0,1,0,1,0,0,9.035986984831405,7.01211529430638,1,0
29646,13.060487973686241,3,3.0,1.5,4,7,0,0,1,1,0,1,0,0,9.481130576757746,7.404887575616125,0,1
7768,13.049792684569493,3,2.5,1.0,4,8,0,0,0,1,0,0,0,0,9.542445945729886,7.605890001053122,0,1
23259,13.351489000396086,4,2.5,2.0,3,7,0,0,0,1,0,0,0,0,9.18574025510795,7.530479995245536,1,1
7421,13.304684934198283,3,1.5,2.0,3,7,0,0,0,0,0,0,0,0,12.183515127003423,7.333023014386481,0,1
10773,13.574712071411344,4,2.0,1.0,3,7,0,0,0,0,0,0,0,0,11.206142119216047,7.824046010856292,0,1
4950,13.924364962876357,4,3.5,2.0,4,9,0,0,1,0,0,1,0,0,12.19016173566849,7.723120092266331,1,0
3705,13.933920064013764,4,2.0,1.5,4,8,0,0,1,0,0,1,0,0,12.11697910233622,7.299797366758161,1,1
9442,13.727771643656267,2,1.0,1.0,4,6,0,0,0,0,0,0,0,0,11.31315658497247,7.272398392570047,0,1
11091,13.547631112808673,2,1.0,1.0,4,6,0,0,0,0,0,1,0,0,9.905335843393745,6.866933284461882,0,1
22379,13.527828485512494,5,2.0,1.5,4,7,0,0,1,1,0,1,0,0,9.021115038865434,7.630461261783627,0,1
14809,13.38472764187182,4,3.0,1.0,4,7,0,0,0,0,0,1,0,0,10.086308984371733,7.5443321080536885,1,1
23215,13.304684934198283,5,3.0,1.0,3,8,0,0,1,1,0,1,0,0,8.784774592161016,7.213031659834869,1,1
15378,12.992254692057308,2,1.0,1.0,4,5,0,0,0,1,0,0,0,0,9.831776704982127,6.802394763324311,0,1
27376,13.262125319779487,3,1.0,1.5,4,6,0,0,0,0,0,1,0,0,9.64988479373721,7.436617265234227,0,1
15604,13.199324418540456,4,2.0,1.0,4,7,0,0,0,1,0,1,0,0,9.222664121665014,7.326465613840322,1,1
8983,13.132313708257497,4,1.5,1.0,3,7,0,0,1,1,0,0,0,1,10.114396566181995,6.917705609835305,0,0
2310,12.80765263256463,3,1.5,1.0,1,7,0,0,0,0,0,0,0,1,9.918573189954168,7.2078598714324755,1,0
17298,12.834681304952548,3,2.0,1.0,4,7,0,0,0,0,0,0,0,1,9.337061124755339,7.146772179452637,0,1
5217,13.142166004700508,4,2.0,1.5,4,7,0,0,1,1,0,1,0,0,8.83608319099221,7.630461261783627,1,1
21995,13.291260224675527,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0,9.036938912556787,7.237059026124737,1,1
3976,13.721199878493033,5,3.5,2.0,3,9,0,0,1,1,0,1,0,0,10.462903320468884,7.9229859587111955,1,1
16170,13.652991628466498,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,10.468886585227278,7.859413154693583,1,1
18231,13.270783382522602,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.700014623251842,7.346010209913293,1,1
12259,13.579788224443204,5,3.5,2.0,3,9,0,0,0,1,0,1,0,0,8.992681750892542,7.9996785794994505,1,1
7835,14.333708936059677,3,3.5,2.0,4,9,0,0,1,0,0,0,0,0,10.95191119962095,7.904703913873747,0,1
23287,12.382124589310534,4,2.0,1.5,5,6,0,0,0,0,0,0,0,0,12.25258879752124,7.649692623711514,0,1
19559,13.017002861746503,3,2.0,1.0,4,7,0,0,0,0,0,0,0,0,11.224216198468563,7.170119543449628,1,1
29678,13.790192749979985,3,3.0,1.0,3,8,0,0,0,0,0,0,0,0,11.590145731763743,7.705262474866325,1,1
991,13.418757390458131,4,2.0,1.5,4,7,0,0,1,0,0,0,0,0,11.501672385908988,7.7406644019172415,1,0
16088,13.596109992928898,3,2.5,2.0,3,8,0,0,0,0,0,1,0,0,10.018065457243564,7.745002803515839,1,1
18774,13.698976741708323,3,2.5,2.0,4,8,0,0,0,0,0,0,0,0,10.959522835329864,7.549609165154532,1,1
13142,14.133964289082808,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,9.11173476822206,7.31986492980897,1,1
3679,13.845069360205818,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.94754601503218,6.937314081223682,1,0
15141,14.133964289082808,5,3.5,2.0,3,9,0,0,1,1,0,1,0,0,8.635331719433278,7.9996785794994505,1,1
24621,14.09692301740246,5,3.5,2.0,3,9,0,0,1,1,0,1,0,0,8.511778558714738,7.9996785794994505,0,1
108,13.592367006650065,4,3.0,2.0,4,8,0,0,0,1,0,1,0,0,9.037771106624906,8.061802274538348,1,1
23212,13.458835614025542,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.496990484098719,7.842278779117352,1,1
10571,13.440089571204487,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.69851424787661,7.795646536334594,1,1
29398,13.541073712262515,2,1.0,1.0,4,7,0,0,1,0,0,0,0,1,11.023355660471326,7.02108396428914,0,1
26622,13.762373459551146,3,2.0,1.5,4,7,1,0,0,0,0,0,0,1,11.365422639114435,7.547501682814967,0,0
18968,13.681979165339751,3,1.5,1.5,2,7,0,0,1,0,0,0,0,1,11.539791324104788,7.52294091807237,0,1
26731,13.132313708257497,2,1.0,1.0,3,7,0,0,0,0,0,0,0,0,9.841026871193522,7.047517221357296,0,1
12183,13.217469900108318,4,1.0,1.0,3,7,0,0,1,1,0,1,0,0,8.881836305004146,7.22983877815125,0,1
10466,11.72145068726082,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0,9.771098364490383,6.897704943128636,0,1
4046,12.834681304952548,4,1.0,1.5,3,7,0,0,0,1,0,1,0,0,9.595194526180222,7.07326971745971,1,0
5926,13.279367126213993,4,2.0,1.0,5,6,0,0,0,1,0,0,0,0,9.104979856318357,7.272398392570047,0,1
9705,13.437174117244362,3,1.5,1.0,3,7,0,0,1,1,0,0,0,1,9.175748927206564,6.866933284461882,1,1
5413,13.547631112808673,4,4.0,1.0,5,7,0,0,1,1,0,1,0,0,9.271059107010888,7.787382026484701,1,1
15364,13.140183648974245,5,2.5,1.0,3,7,0,0,1,1,0,0,0,1,8.898365606955357,6.966024187106113,0,0
27530,13.461688683007948,3,1.5,1.0,3,7,0,0,0,1,0,1,0,0,8.881836305004146,7.444248649496705,1,1
8417,13.36138027787483,4,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.881836305004146,7.533693709848633,0,0
26111,13.11423039417414,3,1.0,1.0,3,6,0,0,1,1,0,0,0,0,8.60337088765729,6.984716320118266,0,0
23606,13.62918097977278,3,3.0,1.0,4,8,0,0,1,1,0,1,0,0,10.558049817780505,7.215239978730097,1,0
28876,13.235692062711331,2,1.0,1.0,3,6,0,0,0,0,0,0,0,0,9.104979856318357,6.684611727667927,0,1
1750,13.636981799409016,3,3.0,1.0,4,7,0,0,1,0,0,1,0,0,10.281410157637891,7.358830898342354,0,1
3635,14.473030560881067,3,4.5,1.0,4,7,1,0,1,0,0,1,0,0,9.36263218231844,7.352441100243583,1,1
14018,14.187074114396758,3,2.5,2.0,5,10,0,0,0,0,0,1,0,0,10.011310035064874,8.080237416216702,1,0
25861,14.610762961461374,4,3.0,2.0,3,11,1,0,0,0,0,0,0,0,11.354832022660199,8.061486866871327,1,1
6481,13.500799813124575,6,3.0,1.0,3,6,0,0,1,0,0,1,0,0,10.642181548052044,7.52294091807237,1,1
18275,13.514405465180353,3,2.0,1.0,4,6,0,0,0,0,0,0,0,0,11.536309905202964,7.3901814282264295,0,1
9554,12.92391243868049,3,2.5,1.0,2,7,0,0,1,0,0,1,0,0,9.372544251851037,7.265429723253953,1,0
11501,13.658856747918897,3,3.0,1.0,5,7,0,0,1,0,0,0,0,0,8.966994113344454,7.122866658599083,0,1
8410,13.655341805811453,3,2.5,2.0,3,7,0,0,0,0,0,1,0,0,9.837881795438134,7.644919344958857,1,1
15947,13.830399170458024,3,3.0,1.0,5,7,0,0,1,0,0,1,0,0,10.71143554857325,7.251344983372214,0,1
11512,13.579788224443204,3,2.5,2.0,3,8,0,0,0,0,0,1,0,0,11.01836681366811,7.590852123688581,1,1
15081,14.375126345899696,4,3.0,1.5,3,10,1,0,1,0,0,0,0,0,12.92873251076341,7.986164860332727,0,1
6179,14.68050799545088,5,3.5,2.0,3,10,0,0,0,0,0,1,0,0,13.389944778149108,8.266164436612492,1,1
858,14.73180128983843,3,2.5,1.5,3,10,0,0,0,0,0,0,0,0,12.350575505885939,8.303999970955196,1,1
21739,14.699278098132869,5,3.0,1.0,3,8,0,0,1,1,0,1,0,0,9.3915780082071,7.590852123688581,0,1
5305,14.827111469642754,4,4.0,2.0,4,9,0,0,1,1,0,1,0,0,9.451952327573435,8.323608442343572,1,1
2984,15.363073066680286,5,6.0,2.0,3,12,0,0,1,1,0,1,0,0,10.310817587253805,8.729073550451737,1,1
22605,16.36104182956871,4,6.0,2.0,3,12,1,0,1,1,0,1,0,0,11.092549744126309,8.707813551024888,1,1
18909,14.444119217386648,4,3.0,1.0,4,9,0,0,1,1,0,1,0,0,9.382274835883651,7.365180126021013,0,1
15488,14.430696197054507,2,1.0,1.0,4,6,0,0,0,0,0,1,0,0,10.271146945908393,6.579251212010101,0,0
24721,14.79788861096585,4,4.5,2.0,3,9,0,0,1,1,0,1,0,0,9.364948090202622,8.143226750367445,1,1
4128,14.130321297804308,3,1.5,1.0,5,8,0,0,0,1,0,0,0,0,9.959915143834772,7.473069088032197,0,0
5218,14.17318500223609,3,2.5,2.0,3,9,0,0,0,0,0,1,0,0,12.027364552306054,8.207946941048617,1,1
5437,14.292365662159112,3,2.5,2.0,5,9,0,0,0,0,0,1,0,0,11.438007934443307,7.6255950721324535,0,1
25588,13.594863886848652,3,3.0,1.0,4,7,0,0,1,0,0,1,0,0,10.539270415706502,7.003065458786462,1,1
14688,13.458835614025542,3,2.0,1.5,4,6,0,0,0,0,0,0,0,0,10.623154942905469,7.27931883541462,0,0
6337,14.626440774180603,4,3.0,2.0,3,9,0,0,0,0,0,1,0,0,12.357118510403954,8.38022733634308,1,1
24810,13.845069360205818,5,2.0,1.5,3,7,0,0,1,1,0,0,0,0,7.992944547318106,7.689828668736484,0,1
1371,14.994165554305921,4,5.0,2.0,5,10,0,0,0,0,0,1,0,0,11.51913613874694,8.51919119407891,1,1
28069,14.22097566607244,4,3.0,2.0,4,8,0,0,0,0,0,0,0,0,11.029893332154973,7.700747794511798,1,1
10236,14.28551418721001,3,3.0,2.0,3,10,0,0,1,0,0,1,0,0,12.311135116777177,8.045588280803528,1,1
14991,14.425276129585168,4,4.5,2.0,3,10,0,0,0,1,0,1,0,0,8.870522545103873,8.27893600229198,1,1
18965,13.9108207377686,4,2.5,1.0,3,8,0,0,1,0,0,0,0,0,10.699867987737726,7.696212639346407,1,1
24706,14.0225247273486,3,2.5,2.0,3,8,0,0,0,0,0,1,0,0,10.31294468191383,7.8898337513942955,1,1
11630,13.36138027787483,3,2.0,1.5,3,7,0,0,0,1,0,0,0,1,8.992184362173012,7.251344983372214,1,1
3506,13.973368642579855,4,3.5,2.0,3,9,0,0,0,1,0,1,0,0,8.933268478636418,7.992944547318106,1,1
19124,13.605406620157869,3,3.0,2.0,3,8,0,0,1,1,0,1,0,0,7.789454566086673,7.162397497355718,1,1
27379,12.691580461311874,2,1.0,1.0,4,6,0,0,0,1,0,0,0,0,8.823058934301647,6.646390514847729,0,0
25409,13.507625778194974,2,1.0,1.0,5,6,0,0,1,1,0,1,0,0,8.901638932300326,6.756932389247553,0,1
582,13.527828485512494,5,2.0,1.5,3,7,0,0,1,1,0,0,0,1,9.311090275076326,7.251344983372214,1,1
13174,13.9108207377686,3,2.0,1.0,5,8,0,0,0,1,0,0,0,0,9.022322622637347,7.595889917718538,0,1
19104,13.892471599100402,4,2.0,1.0,5,7,0,0,1,1,0,1,0,0,8.881836305004146,7.064759027791802,1,1
5107,13.610943392223,3,1.0,1.0,5,7,0,0,0,1,0,0,0,1,8.91085558740525,7.02108396428914,0,0
11742,13.458764182902971,4,2.0,1.0,3,7,0,0,1,1,0,0,0,1,8.92252495730139,7.02108396428914,1,0
14388,13.704578997256993,3,2.0,1.0,5,7,0,0,1,1,0,1,0,0,8.881836305004146,7.098375638590786,1,0
22300,13.530491602931978,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0,9.006999447958153,7.3395376954076745,1,1
20581,13.609715644984677,4,3.0,1.0,4,8,0,0,1,1,0,0,0,0,8.942460926820582,7.286191714702382,1,1
26347,14.28551418721001,4,3.0,2.0,3,8,0,0,0,1,0,0,1,0,9.551373619924957,7.7406644019172415,0,1
22227,13.661193197579918,3,1.0,1.0,3,7,0,0,1,0,0,1,0,0,9.883386880829125,7.286191714702382,1,0
20005,13.847977748101776,4,2.0,1.0,3,7,0,0,0,0,0,0,0,1,9.172326929777967,7.620705086838262,1,1
5187,13.87377946608825,4,2.0,1.0,4,8,0,0,1,0,0,1,0,0,10.859787148429518,7.560080465021827,1,0
